DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes
191521303,11/29/2019,11/29/2019,330,1543,CHANDLER ST,RHODES ST,"(34.1687, -118.4031)",3037 3006 3030 3028 3104 3401 3701 4015
191514484,7/23/2019,7/23/2019,340,1523,KITTRIDGE ST,GOODLAND AV,"(34.1904, -118.4119)",3006 3037 3030 3028 3101 3401 3701 4015
191516211,8/26/2019,8/22/2019,340,1504,SATICOY ST,MORELLA AV,"(34.2085, -118.39)",1300 0605 1501 3006 3037 3025 3101 3401 3701 4015
191520693,11/10/2019,11/10/2019,350,1501,LLOYD AV,WILLARD AV,"(34.2181, -118.4207)",3006 3028 3030 3037 3101 3401 3701 4015
191514386,7/22/2019,7/21/2019,420,1513,WHITSETT AV,KITTRIDGE ST,"(34.1903, -118.4052)",3006 3028 3034 3037 3101 3401 3701 4015
191515018,8/1/2019,7/24/2019,420,1522,COLDWATER CANYON AV,BASSETT AV,"(34.1958, -118.4138)",3006 3037 3030 3028 3101 3401 3701 4015
191517635,9/19/2019,9/19/2019,425,1549,BURBANK BL,BAKMAN AV,"(34.1722, -118.3778)",3006 3037 3030 3028 3101 3401 3701 4015
191518025,9/26/2019,9/26/2019,430,1517,TUJUNGA AV,VANOWEN ST,"(34.194, -118.379)",3011 3037 3039 3028 3101 3401 3701 4015
191518270,10/1/2019,9/15/2019,435,1591,VANETTA DR,SUNSWEPT DR,"(34.1404, -118.4046)",3037 3011 3025 3101 3401 3701 4015
191515872,8/19/2019,8/15/2019,500,1531,BURBANK BL,COLDWATER CA AV,"(34.174, -118.4095)",0605 3011 3036 3034 3026 3101 3401 3701 4015
191519404,10/23/2019,10/22/2019,500,1517,VANOWEN ST,BAKMAN AV,"(34.194, -118.3779)",4015 3006 3028 3030 3035 3037 3101 3401 3701
191516570,8/31/2019,8/31/2019,510,1506,RUNNYMEDE ST,FAIR AV,"(34.2057, -118.3747)",3006 3037 3030 3028 3101 3401 3701 4015
191514853,7/28/2019,7/28/2019,520,1549,BURBANK BL,RIVERTON AV,"(34.1722, -118.3659)",3025 3006 3037 3101 3401 3701 4015
191521118,11/25/2019,11/22/2019,530,1505,CANTLAY ST,IRVINE AV,"(34.2026, -118.3856)",3037 3104 3006 3030 3028 3401 3701 4015
191519839,10/25/2019,10/25/2019,530,1501,WILLARD ST,FULTON AV,"(34.2182, -118.4189)",3006 3028 3030 3037 3101 3401 3701 4015
191519847,10/31/2019,10/21/2019,600,1553,12000 KLING ST,,"(34.1558, -118.3943)",3006 3030 3028 3401 3701 4015 3101 0605 1300
191514915,7/31/2019,7/4/2019,600,1519,KITTRIDGE ST,VINELAND AV,"(34.1903, -118.3703)",3011 3030 3028 3101 3701 4015 3037
191519583,11/7/2019,10/27/2019,610,1502,BELLAIRE AV,STAGG ST,"(34.2118, -118.4108)",3006 3028 3030 3037 3101 3401 3701 4015
191518293,10/1/2019,9/30/2019,630,1523,BELLAIRE AV,VICTORY BL,"(34.1869, -118.4094)",4015 3006 3030 3037 3035 3101 3401 3701 3028
191512812,6/20/2019,6/17/2019,630,1517,HARTLAND ST,TUJUNGA AV,"(34.1952, -118.379)",3006 3028 3030 3037 3101 3401 3701 4015
191522743,12/27/2019,12/27/2019,643,1547,KILLION ST,BECK AV,"(34.1713, -118.3834)",3006 3028 3030 3037 3101 4015
191518714,10/10/2019,10/5/2019,655,1549,CLYBOURN AV,CHANDLER BL,"(34.1697, -118.3568)",3011 3037 3030 3034 3028 3101 3401 3701 4015
191515346,8/9/2019,8/6/2019,700,1503,VANOWEN ST,BELLINGHAM AV,"(34.194, -118.3987)",3006 3037 3030 3028 3101 3401 3701 4015
191515631,8/14/2019,8/13/2019,700,1513,BARBARA ANN ST,BABCOCK AV,"(34.2003, -118.4073)",3037 3006 3030 3028 3101 3401 3701 4015
191510816,5/12/2019,5/2/2019,730,1512,BOSWORTH ST,CHARLESWORTH,"(34.191, -118.4099)",3037 3006 3030 3028 3104 3401 3701 4015
191521969,12/16/2019,12/15/2019,850,1599,MULHOLLAND DR,MULTIVIEW DR,"(34.1275, -118.3603)",3011 3026 3101 4015 3037
191522581,12/23/2019,12/23/2019,900,1596,VENTURA BL,FRUITLAND DR,"(34.1411, -118.372)",1300 0605
191520267,11/6/2019,11/6/2019,900,1524,LAUREL CANYON BL,HAMLIN ST,"(34.1885, -118.3965)",3011 3028 3037 3102 4015 3032
191514223,7/18/2019,7/16/2019,930,1524,VICTORY BL,BELLINGHAM AV,"(34.1867, -118.3987)",3004 3036 3026 3101 3401 3701 4026
191516999,9/7/2019,9/5/2019,935,1599,WRIGHTWOOD DR,DONA ROSA,"(34.1311, -118.3752)",4015 3034 3004 3030 3028 3037 3033 3101 3401 3701
191522357,12/19/2019,12/19/2019,1040,1543,MAGNOLIA BL,LAUREL CANYON BL,"(34.1649, -118.3965)",3006 3037 3030 3028 3101 4015
191518282,10/1/2019,9/28/2019,1045,1529,OXNARD ST,CLEON AV,"(34.1794, -118.3681)",4015 3006 3030 3028 3037 3101 3401 3701
191515520,8/12/2019,8/11/2019,1100,1567,CAHUENGA BL,BLOOMFIELD ST,"(34.1496, -118.3615)",3006 3037 3028 3039 3101 3401 3701 4015
191516334,8/28/2019,8/27/2019,1100,1545,HOUSTON ST,CARPENTER AV,"(34.1649, -118.3921)",3006 3028 3030 3037 3101 3401 3701 4015
191520273,11/7/2019,11/6/2019,1100,1535,COLFAX AV,COLLINS ST,"(34.174, -118.3877)",3006 3028 3030 3037 3101 3401 3701 4015
191517637,9/20/2019,9/20/2019,1100,1525,LAUREL CANYON BL,SYLVAN ST,"(34.1849, -118.3965)",3037 3006 3030 3028 3101 3401 3701 4015
191504086,1/3/2019,1/2/2019,1115,1557,HORTENSE ST,RIVERTON AV,"(34.1548, -118.3666)",3006 3034 3028 3030 3101 3401 3701 4015 3036
191515611,8/14/2019,8/12/2019,1130,1557,DENNY AV,CAMARILLO ST,"(34.1577, -118.3648)",3006 3037 3030 3028 3101 3401 4015
191516770,9/3/2019,9/2/2019,1150,1526,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3877)",3004 3025 3037 3101 3401 3701 4015
191521298,11/30/2019,11/30/2019,1211,1555,KLUMP AV,OTSEGO ST,"(34.163, -118.3757)",3037 3006 3030 3028 3101 3401 3701 4015
191512298,6/10/2019,6/10/2019,1250,1549,BURBANK BL,FULCHER AV,"(34.1722, -118.373)",3004 3036 3026 3101 3401 3701 4026
191519399,10/16/2019,10/16/2019,1315,1548,MAGNOLIA BL,LANKERSHIM BL,"(34.1649, -118.3746)",3602 3101 3006 3037 3034 3028 3401 3701 4015
191511144,5/18/2019,5/18/2019,1325,1516,LANKERSHIM BL,KITTRIDGE ST,"(34.1903, -118.3877)",3037 3101 3006 3030 3028 3401 3701 4015
191509915,4/21/2019,4/21/2019,1350,1589,FOREST LAWN DR,BARHAM BL,"(34.1432, -118.3414)",3039 3006 3037 3026 3101 3401 3701 4016
191518799,10/13/2019,10/10/2019,1350,1545,MAGNOLIA BL,AGNES AV,"(34.1649, -118.3953)",3003 3036 3025 3101 3401 3701 4015
191509783,4/21/2019,4/18/2019,1350,1503,VANOWEN ST,RHODES AV,"(34.2003, -118.4002)",3026 3101 3401 3701 4015 3006 3037
191516214,8/26/2019,8/25/2019,1400,1596,EUREKA DR,VENTURA BL,"(34.1406, -118.376)",3037 3030 3028 3101 3401 3701 4015 3006 3032
191518543,10/7/2019,10/7/2019,1415,1535,TUJUNGA AV,TIARA ST,"(34.1785, -118.379)",4026 3004 3030 3028 3034 3036 3101 3401 3701 3033
191519194,10/16/2019,10/16/2019,1415,1527,FAIR AV,KITTRIDGE ST,"(34.1903, -118.3746)",3006 3028 3030 3037 3101 3401 3701 4015
191514433,7/22/2019,7/22/2019,1420,1512,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",3004 3025 3037 3101 3401 3701 3034 4026
191522701,12/29/2019,12/29/2019,1425,1581,MOORPARK ST,ATOLL AV,"(34.1504, -118.4203)",3006 3026 3037 3101 4015
191510815,5/12/2019,5/10/2019,1450,1505,IRVINE AV,VALERIO ST,"(34.2049, -118.3856)",3006 3030 3028 3101 3401 3701 4015 3037
191522742,12/31/2019,12/28/2019,1500,1531,OXNARD ST,WHITSETT AV,"(34.1794, -118.4052)",3006 3028 3030 3037 3101 4015
191512267,6/10/2019,6/5/2019,1500,1529,CAHUENGA BL,ERWIN ST,"(34.1831, -118.3615)",3006 3028 3030 3037 3101 3401 3701 4015
191513835,7/10/2019,7/9/2019,1545,1545,MAGNOLIA BL,BEN ST,"(34.1649, -118.3943)",3006 3037 3025 3101 3401 3701 4015
191511623,5/28/2019,5/24/2019,1555,1502,COLDWATER CA AV,SATICOY,"(34.2111, -118.4106)",3011 3037 3034 3028 3101 3401 3701 4015
191522060,12/16/2019,12/16/2019,1600,1569,FORMAN AV,NAVAJO ST,"(34.1493, -118.3527)",3037 3006 3028 3030 3101 4015
191514391,7/22/2019,7/18/2019,1600,1511,SHERMAN WY,ETHEL AV,"(34.2012, -118.4182)",3029 3026 3101 3401 3701 4026 3003 3037
191511995,6/3/2019,6/3/2019,1615,1519,VANOWEN,DENNY,"(34.194, -118.3648)",3006 3037 3030 3034 3028 3101 3401 3701 4026
191510182,4/19/2019,4/19/2019,1645,1562,MOORPARK ST,SAINT CLAIR,"(34.1504, -118.3998)",3006 3037 3026 3101 3401 3701 4015
191514842,7/29/2019,7/25/2019,1650,1589,FOREST LAWN DR,COYOTE CANYON RD,"(34.1432, -118.3414)",3006 3037 3025 3101 3401 3701 4015
191521075,11/24/2019,11/24/2019,1650,1539,AUCKLAND AV,TIARA ST,"(34.1786, -118.3604)",3004 3037 3028 3101 3401 3701 4016
191514851,7/19/2019,7/19/2019,1730,1541,MAGNOLIA BL,GOODLAND AV,"(34.1649, -118.4115)",3036 3004 3028 3101 3401 3701 4015
191520174,11/5/2019,11/2/2019,1800,1595,RADFORD AV,VENTURA BL,"(34.1436, -118.3929)",605
191512907,6/21/2019,6/20/2019,1810,1506,VINELAND AV,SHERMAN WY,"(34.2012, -118.3703)",3012 3037 3030 3028 3102 3401 3701 4015
191521312,11/29/2019,11/29/2019,1820,1531,OXNARD ST,WHITSETT AV,"(34.1794, -118.4052)",3037 3006 3030 3028 3101 3401 3701 4015
191511621,5/28/2019,5/22/2019,1840,1501,7500 COLDWATER CANYON AV,,"(34.2125, -118.4195)",1300 0605 1501 3006 3037 3026 3101 3401 3701 4015
191510775,5/11/2019,5/8/2019,1845,1595,VENTURA BL,CARPENTER AV,"(34.1427, -118.3908)",3004 3037 3028 3030 3101 3401 3701 4026
191512868,6/21/2019,6/19/2019,1850,1503,SAINT CLAIR AV,HART ST,"(34.1976, -118.3998)",3008 3602 3025 3036 3101 3401 3701 4015 3038
191510464,5/5/2019,5/3/2019,1900,1526,LANKERSHIM BL,GILMORE ST,"(34.1875, -118.3877)",3006 3037 3030 3028 3102 3401 3701 4015
191515522,8/11/2019,8/10/2019,1900,1526,HAMLIN ST,CAMELLIA AV,"(34.1886, -118.3823)",3006 3037 3030 3028 3101 3401 3701 4015
191519890,11/1/2019,10/31/2019,1940,1585,11100 AQUA VISTA ST,,"(34.145, -118.3725)",0605 3030 3037 3028 3101 3401 4015 3006
191521883,12/13/2019,12/12/2019,2000,1549,TUJUNGA AV,CUMPSTON ST,"(34.17, -118.379)",3006 3028 3030 3037 3101 4015
191518965,10/14/2019,10/14/2019,2020,1504,COHASSET ST,LEMP AV,"(34.2045, -118.392)",3004 3037 3030 3028 3101 3401 3701 4026
191516489,8/30/2019,8/29/2019,2030,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3011 3037 3029 3034 3026 3101 3401 3701 4026
191521670,12/7/2019,12/7/2019,2030,1504,SHERMAN WY,HINDS AV,"(34.2012, -118.391)",3006 3028 3030 3037 3101 3401 3701 4015
191522553,12/27/2019,12/22/2019,2045,1583,LAUREL CANYON BL,WOODBRIDGE,"(34.1486, -118.3965)",3006 3037 3026 3101 4015
191508833,4/4/2019,4/3/2019,2055,1526,SYLVAN ST,COLFAX AV,"(34.1849, -118.3878)",3011 3037 3034 3028 3030 3101 3401 3701 4026
191520264,11/8/2019,11/6/2019,2100,1516,VANOWEN ST,LEMP AV,"(34.194, -118.3845)",3011 3028 3030 3034 3037 3101 3401 3701 4015
191513378,7/1/2019,6/29/2019,2115,1555,HESBY ST,LANKERSHIM BL,"(34.1619, -118.3728)",3006 3037 3030 3028 3101 3401 3701 4015
191510854,5/13/2019,5/11/2019,2130,1585,MULHOLLAND DR,LAUREL CANYON BL,"(34.143, -118.3727)",3006 3037 3030 3028 3102 3401 3701 4015
191513683,7/8/2019,7/7/2019,2200,1526,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3877)",3038 3602 3004 3037 3025 3101 3401 3701 4015
191516580,9/1/2019,8/31/2019,2215,1569,CAHUENGA BL,WHIPPLE ST,"(34.1479, -118.3615)",3006 3028 3030 3037 3101 3401 3701 4026 3034
191521665,12/6/2019,12/6/2019,2215,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3006 3025 3037 3101 4015
191514387,7/22/2019,7/19/2019,2235,1525,VICTORY BL,CARPENTER AV,"(34.1867, -118.391)",3006 3037 3030 3028 3101 3401 3701 4015
191519299,10/21/2019,10/19/2019,2300,1532,RHODES AV,HAMLIN ST,"(34.1886, -118.403)",3006 3030 3028 3036 3101 3401 3701 4015
191512535,6/14/2019,6/14/2019,2300,1509,SHERMAN WY,CARTWRIGHT AV,"(34.2012, -118.3633)",0605 3004 3037 3034 3026 3101 3401 3701 4026
191517214,9/11/2019,9/9/2019,2315,1599,3200 DOS PALOS DR,,"(34.1271, -118.3479)",4015 3030 3028 3037 3032 3011 3101 3401 3701 3035
191519262,10/18/2019,10/18/2019,2330,1557,CAHUENGA BL,OTSEGO ST,"(34.1631, -118.3615)",3006 3025 3101 4015 3401 3037 3039
191515180,8/6/2019,8/5/2019,2335,1503,VANOWEN ST,SAINT CLAIR AV,"(34.194, -118.3998)",3006 3037 3030 3028 3101 3401 3701 4026
191522594,12/27/2019,12/19/2019,2335,1512,HART ST,GOODLAND AV,"(34.1976, -118.4116)",3006 3028 3030 3037 3101 4015
191515402,8/9/2019,8/8/2019,2345,1514,VANOWEN ST,GENTRY AV,"(34.194, -118.3932)",3037 3006 3030 3028 3101 3401 4015
191522546,12/27/2019,12/26/2019,2358,1512,VOSE ST,COLDWATER CANYON AV,"(34.1985, -118.4138)",3006 3028 3030 3034 3037 3101 4026
191522430,12/23/2019,12/18/2019,2359,1515,HART ST,LAUREL CANYON BL,"(34.1976, -118.3965)",3006 3028 3030 3037 3101 4015
191510744,5/10/2019,5/10/2019,710,1529,VICTORY BL,CLYBOURN AV,"(34.1849, -118.3597)",3004 3036 3026 3101 3401 3701 4026
191518133,9/28/2019,9/28/2019,1545,1589,FOREST LAWN,BARHAM,"(34.1432, -118.3414)",3004 3037 3025 3101 3401 3701 4026
191519105,10/16/2019,10/15/2019,1830,1515,HART ST,AGNES AV,"(34.1976, -118.3954)",3028 3006 3030 3037 3101 3401 3701 4026
191511793,5/30/2019,5/30/2019,10,1599,CAHUENGA BL,BROADLAWN AV,"(34.1343, -118.3591)",3011 3037 3038 3026 3101 3401 3701 4026
191522750,12/31/2019,12/31/2019,230,1523,WHITSETT AV,ERWIN ST,"(34.1831, -118.4052)",3006 3030 3028 3101 4015 3037
191516813,9/4/2019,9/4/2019,740,1516,KRAFT AV,KITTRIDGE ST,"(34.1903, -118.3801)",3004 3028 3030 3034 3037 3101 3401 3701 4026
191513086,6/25/2019,6/22/2019,1030,1599,UNIVERSAL STUDIOS BL,WC FIELDS,"(34.1284, -118.3568)",1300 0605 1501
191521259,11/26/2019,11/26/2019,1130,1519,CLEON AV,ARCHWOOD ST,"(34.1922, -118.3681)",3004 3028 3036 3101 3401 3701 4015 0605
191515368,8/9/2019,8/9/2019,1150,1514,LAUREL CANYON BL,HART ST,"(34.1976, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4026
191513300,6/29/2019,6/29/2019,1230,1566,LANKERSHIM BL,RIVERSIDE DR,"(34.1523, -118.367)",3006 3037 3030 3032 3028 3102 3401 3701 4026
191519094,10/16/2019,10/16/2019,1310,1596,VENTURA BL,VINELAND AV,"(34.1405, -118.3702)",4026 3002 3011 3028 3032 3034 3037 3102 3401 3701
191507427,3/6/2019,3/6/2019,1400,1555,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3037 3032 3030 3028 3102 3401 3701 4026
191513698,7/8/2019,7/5/2019,1530,1501,COLDWATER CANYON AV,SATICOY ST,"(34.2066, -118.4144)",3004 3037 3026 3101 3401 3701 4015
191518803,10/13/2019,10/12/2019,1705,1567,RIVERSIDE DR,RIVERTON AV,"(34.1523, -118.3658)",3602 3008 3037 3026 3101 3401 3701 4015
191522114,12/16/2019,12/14/2019,2000,1527,VINELAND AV,HAMLIN ST,"(34.1885, -118.3703)",1300 0605
191519889,11/1/2019,10/31/2019,2110,1523,SHERMAN WY,WHITSETT AV,"(34.1849, -118.4095)",3004 3028 3030 3039 3037 3101 3401 3701 4015
191512781,6/20/2019,6/19/2019,2110,1516,HART ST,BECK AV,"(34.1976, -118.3834)",3011 3028 3034 3037 3101 3401 3701 4026
191515251,8/7/2019,8/5/2019,2310,1513,ARCHWOOD ST,WILKINSON AV,"(34.1922, -118.4041)",3004 3030 3028 3036 3101 3701 4015
181519497,10/15/2018,10/15/2018,1,1557,HORTENSE ST,DENNY AV,"(34.1548, -118.3648)",3006 3037 3030 3028 3101 3401 3701 4026
161523441,12/20/2016,12/20/2016,15,1525,KITTRIDGE ST,MORELLA AV,"(34.1903, -118.39)",3004 3026 3036 3101 3401 3701 4015
191510975,5/16/2019,5/16/2019,30,1543,VINTAGE AV,WEDDINGTON ST,"(34.1685, -118.4008)",3006 3037 3029 3025 3101 3401 3701 4026
171519617,9/30/2017,9/30/2017,130,1527,BONNER AV,KITTRIDGE ST,"(34.1903, -118.3737)",3004 3030 3028 3037 3101 3401 3701 4026
191510432,4/21/2019,4/21/2019,200,1599,BROADLAWN DR,OAK GLEN DR,"(34.1329, -118.3559)",3004 3037 3030 3028 3101 3401 3701 4015
161511418,5/15/2016,5/15/2016,200,1538,OXNARD ST,FAIR AV,"(34.1795, -118.3746)",3004 3036 3029 3026 3101 3401 3701 4026
171505976,2/4/2017,2/4/2017,230,1523,VICTORY BL,BABCOCK AV,"(34.1867, -118.4063)",3004 3037 3034 3028 3101 3401 3701 4015
171512530,5/27/2017,5/27/2017,240,1521,VANOWEN,BECK,"(34.198, -118.4216)",3004 3036 3030 3028 3101 3401 3701 4015
171505668,1/28/2017,1/28/2017,300,1513,VANOWEN ST,BABCOCK AV,"(34.194, -118.4072)",3004 3036 3029 3025 3401 3701 4015 3101
151518887,9/26/2015,9/26/2015,450,1547,MAGNOLIA BL,HOLLYWOOD FY,"(34.1649, -118.3825)",605
151510941,5/5/2015,5/5/2015,720,1555,RIVERSIDE DR,TUJUNGA AV,"(34.1577, -118.3794)",0605 3003 3037 3025 3101 3701 4015
161521598,11/15/2016,11/15/2016,750,1531,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",3004 3037 3026 3101 3401 3701 4026
171504942,1/10/2017,1/10/2017,800,1553,LAUREL CANYON BL,VENTURA FY,"(34.156, -118.3874)",3004 3030 3028 3101 3401 3701 4009 3037
171506902,2/18/2017,2/18/2017,840,1525,LAUREL CANYON BL,HAMLIN ST,"(34.1885, -118.3965)",3004 3036 3025 3101 3401 3701 4026
151518648,9/21/2015,9/21/2015,900,1545,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3037 3025 3101 3401 3701 4015 3009
151512443,5/28/2015,5/28/2015,915,1544,HUSTON ST,BELLINGHAM AV,"(34.1594, -118.3987)",3004 3036 3030 3028 3101 3401 3701 4015 0605
171507110,2/22/2017,2/22/2017,920,1525,COLFAX AV,S VICTORY BL,"(34.1867, -118.3878)",3004 3037 3026 3101 3401 3701 4026
161521688,11/15/2016,11/15/2016,935,1532,OXNARD,SHADYGLADE,"(34.1797, -118.4014)",3004 3036 3026 3101 3401 3701 4015
191522350,12/22/2019,11/22/2019,955,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.405)",3004 3028 3030 3037 3101 4026
161508063,3/14/2016,3/13/2016,1025,1539,CAHUENGA BL,COLLINS ST,"(34.174, -118.3615)",3004 3037 3024 3101 3401 3701 4015
181515202,7/27/2018,7/27/2018,1030,1566,VINELAND AV,MOORPARK ST,"(34.1504, -118.3703)",3008 3036 3025 3101 3401 3701 4026
181507409,3/8/2018,3/8/2018,1045,1523,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",3004 3026 3029 3037 3101 3401 3701 4026
171515277,7/14/2017,7/14/2017,1115,1555,MAGNOLIA BL,BLAKESLEE AV,"(34.1649, -118.3724)",3004 3037 3026 3101 3401 3701 4015
161513566,6/22/2016,6/22/2016,1130,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026
161513567,6/22/2016,6/22/2016,1135,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026
191522262,12/19/2019,12/19/2019,1145,1595,LAUREL CANYON BL,MAXWELLTON RD,"(34.141, -118.3943)",3004 3026 3037 3101 4026
151510181,4/20/2015,4/15/2015,1149,1589,FOREST LAWN DR,GATE EIGHT,"(34.1428, -118.3241)",3003 3036 3025 3101 3401 3701 4015 0605
171521497,11/2/2017,11/2/2017,1200,1513,WHITSETT AV,KITTRIDGE ST,"(34.1903, -118.4052)",3004 3037 3025 3101 3401 3701 4026
171512490,5/26/2017,5/26/2017,1205,1557,MAGNOLIA,SATSUMA,"(34.1649, -118.3675)",3008 3036 3025 3101 3401 3701 4026
191507918,3/16/2019,3/16/2019,1210,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3036 3026 3101 3401 3701 4026
151510179,4/20/2015,4/17/2015,1243,1548,MAGNOLIA BL,TUJUNGA AV,"(34.1649, -118.379)",0605 3004 3030 3028 3101 3401 3701 4015 3037
161510552,4/27/2016,4/27/2016,1300,1549,MAGNOLIA BL,CLYBOURN AV,"(34.1653, -118.3548)",3003 3036 3025 3101 3401 3701 4015
191511492,5/25/2019,5/25/2019,1335,1515,LANKERSHIM BL,VANOWEN ST,"(34.194, -118.3877)",0947 3012 3037 3029 3025 3102 3401 3701 4026
151522251,11/24/2015,11/24/2015,1340,1586,LANKERSHIM BL,RIVERTON AV,"(34.1425, -118.3643)",3004 3037 3030 3028 3101 3401 3701 4026
191508115,3/20/2019,3/20/2019,1345,1526,VICTORY BL,BECK AV,"(34.1867, -118.3834)",3004 3037 3030 3028 3101 3401 3701 4026
151511007,5/6/2015,5/6/2015,1355,1526,OXNARD ST,HAZELHURST PL,"(34.1794, -118.3856)",0605 3037 3026 3101 3401 3701 4015 3006
151506609,2/16/2015,2/16/2015,1400,1538,11300 HATTERAS ST,,"(34.1758, -118.3773)",3006 3037 3030 3028 3101 3401 3701 4026
151507030,2/23/2015,2/23/2015,1400,1514,LAUREL CANYON BL,VANOWEN ST,"(34.194, -118.3965)",3004 3036 3029 3026 3101 3401 3701 4026
151515063,7/17/2015,7/13/2015,1415,1565,VINELAND AV,HOLLYWOOD FY,"(34.1468, -118.3703)",3009 3036 3025 3101 3401 3701 4015
181517867,9/14/2018,9/14/2018,1420,1526,LANKERSHIM BL,OXNARD ST,"(34.1794, -118.3856)",3008 3026 3037 3101 3401 3701 4026
151511149,5/9/2015,5/8/2015,1425,1543,COLFAX AV,CALVERT ST,"(34.1685, -118.4008)",0605 3004 3026 3036 3101 3401 3701 4015
171521433,11/1/2017,11/1/2017,1425,1539,WHITNALL HY,OXNARD ST,"(34.1794, -118.3653)",3004 3037 3029 3026 3101 3401 3701 4026
171506865,2/17/2017,2/17/2017,1430,1531,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",3004 3025 3036 3101 3401 3701 4026
151505550,1/28/2015,1/28/2015,1510,1563,MOORPARK ST,LEMP AV,"(34.1504, -118.3844)",3004 3030 3028 3101 3401 3701 4026 3036
181512296,6/4/2018,6/4/2018,1518,1515,ARCHWOOD ST,HINDS AV,"(34.1921, -118.391)",3006 3037 3030 3028 3101 3401 3701 4026
161523668,12/24/2016,12/24/2016,1530,1591,DONA DOROTEA DR,DONA EVITA DR,"(34.1271, -118.3813)",3006 3037 3025 3101 3401 3701 4026
161511847,5/22/2016,5/22/2016,1530,1526,BECK AV,ERWIN ST,"(34.1831, -118.3834)",3004 3030 3028 3101 3401 3701 4015 3037
161504638,1/12/2016,1/12/2016,1545,1523,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3004 3025 3036 3104 3401 3701 4026
191505019,1/21/2019,1/20/2019,1550,1549,BURBANK BL,CAHUENGA BL,"(34.1722, -118.3615)",3004 3036 3029 3025 3101 3401 3701 4026
191504937,1/17/2019,1/17/2019,1650,1547,BURBANK BL,TUJUNGA AV,"(34.1722, -118.379)",3003 3037 3026 3101 3401 3701 4015 0605
161509839,4/15/2016,4/9/2016,1700,1589,FOREST LAWN DR,BARHAM BL,"(34.1432, -118.3414)",3006 3037 3032 3028 3030 3101 3401 3701 4015
161523391,12/15/2016,12/15/2016,1700,1548,WEDDINGTON ST,BLAKESLEE AV,"(34.167, -118.3724)",3006 3028 3030 3037 3101 3401 3701 4015
161513224,6/16/2016,6/16/2016,1700,1526,TUJUNGA AV,VICTORY BL,"(34.1867, -118.379)",3004 3037 3026 3101 3401 4026
161515925,8/3/2016,8/3/2016,1720,1545,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4015 3032
191512485,6/13/2019,6/13/2019,1733,1548,LANKERSHIM BL,CHANDLER BL,"(34.1681, -118.3765)",3004 3037 3030 3028 3101 3401 3701 4026
151512448,5/23/2015,5/23/2015,1740,1555,OTSEGO ST,LANKERSHIM BL,"(34.163, -118.3734)",0605 3003 3036 3029 3026 3101 3401 3701 4015
181508719,3/30/2018,3/30/2018,1743,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3037 3030 3028 3101 3401 3701 4026
181510767,5/7/2018,5/7/2018,1745,1525,LANKERSHIM BL,VICTORY BL,"(34.1867, -118.3878)",3004 3037 3026 3101 3401 3701 4015
161516120,8/7/2016,8/7/2016,1800,1538,FAIR AV,BURBANK BL,"(34.1722, -118.3746)",3004 3037 3030 3028 3101 3401 3701 4026
191520638,11/14/2019,11/14/2019,1810,1513,SHERMAN WY,170 FY,"(34.2012, -118.4037)",3004 3030 3028 3101 3401 3701 4015 3037
171505162,1/21/2017,1/20/2017,1815,1555,HUSTON ST,TUJUNGA AV,"(34.16, -118.379)",3006 3037 3026 3101 3401 3701 4026
161508162,3/17/2016,3/16/2016,1820,1557,LANKERSHIM BL,CAMARILLO ST,"(34.1577, -118.3703)",3004 3030 3028 3101 3401 3701 4026 3037
191514419,6/21/2019,6/21/2019,1830,1595,BERRY DR,DECENTE DR,"(34.1372, -118.3804)",1501
151513299,6/14/2015,6/14/2015,1835,1521,SHERMAN WY,FULTON AV,"(34.2012, -118.4225)",3004 3036 3029 3026 3101 3401 3701 4015
151514680,7/10/2015,7/9/2015,1850,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.4052)",3004 3037 3025 3101 3401 3701 4026 3602
191514361,7/22/2019,7/21/2019,1900,1548,MAGNOLIA BL,DENNY AV,"(34.1649, -118.3642)",3004 3026 3037 3101 3401 3701 4026
