DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes,Lat,Lon
161506680,2/17/2016,2016-02-17,1715,1591,VENTURA BL,RADFORD AV,"(34.1325, -118.3974)",3004 3030 3028 3032 3102 3401 3701 4026 3037,34.1325,-118.3974
161511578,5/17/2016,2016-05-16,1730,1511,SHERMAN WY,COLDWATER CA AV,"(34.2037, -118.421)",3004 3036 3029 3026 3101 3401 3701 4009 3602,34.2037,-118.421
191513132,6/26/2019,2019-06-25,2110,1527,OXNARD ST,FAIR AV,"(34.1795, -118.3746)",3026 3101 3401 3701 4015 3037 3003,34.1795,-118.3746
191511522,5/26/2019,2019-05-25,2200,1547,BURBANK BL,CAMELLIA AV,"(34.1722, -118.3822)",3004 3036 3026 3101 3401 3701 4026,34.1722,-118.3822
161523707,12/25/2016,2016-12-25,2305,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3008 3025 3101 3401 3701 3036 4026,34.1867,-118.3703
151523730,12/23/2015,2015-12-23,600,1559,MAGNOLIA BL,CAHUENGA BL,"(34.1649, -118.3615)",3003 3036 3029 3025 3101 3401 3701 4026,34.1649,-118.3615
191514191,7/12/2019,2019-07-12,904,1549,CLYBOURN AV,MAGNOLIA BL,"(34.1661, -118.3552)",3003 3026 3101 3401 3701 4015 3036,34.1661,-118.3552
191522735,12/30/2019,2019-12-30,1130,1562,COLDWATER CANYON AV,MILBANK ST,"(34.1533, -118.4138)",3004 3026 3036 3101 4015,34.1533,-118.4138
161515741,8/1/2016,2016-08-01,1200,1527,VICTORY BL,TUJUNGA AV,"(34.1867, -118.379)",3004 3037 3030 3028 3101 3401 3701 4026,34.1867,-118.379
161517658,9/5/2016,2016-09-05,1405,1512,SHERMAN WY,BELLAIRE AV,"(34.2012, -118.4094)",3003 3037 3029 3032 3026 3103 3401 3701 4026,34.2012,-118.4094
171523586,12/15/2017,2017-12-12,1545,1591,VENTURA BL,WHITSETT AV,"(34.1447, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4009,34.1447,-118.4052
181521788,11/26/2018,2018-11-26,1645,1596,VINELAND AV,VENTURA BL,"(34.1405, -118.3702)",0605 1402 3005 3029 3026 3101 3401 3701 4015,34.1405,-118.3702
191521768,12/11/2019,2019-12-10,1720,1567,4300 LANKERSHIM BL,,"(34.1481, -118.3644)",1300 0605 1501,34.1481,-118.3644
181514063,7/8/2018,2018-07-07,1750,1529,VICTORY BL,DENNY AV,"(34.1867, -118.3648)",3004 3037 3101 3401 3701 4015 3025,34.1867,-118.3648
181516561,8/21/2018,2018-08-20,1840,1591,VENTURA BL,COLDWATER CANYON BL,"(34.1451, -118.4137)",1300 0605 1501,34.1451,-118.4137
161518478,9/19/2016,2016-09-19,1930,1526,OXNARD ST,TUJUNGA AV,"(34.1794, -118.379)",3004 3030 3028 3101 3401 3701 4015 3037,34.1794,-118.379
161513558,6/21/2016,2016-06-21,2215,1548,MAGNOLIA BL,TUJUNGA AV,"(34.1649, -118.379)",3004 3030 3028 3037 3101 3401 3701 4015,34.1649,-118.379
171521379,11/1/2017,2017-10-31,2359,1501,KESWICK ST,ETHEL AV,"(34.2096, -118.4176)",3006 3030 3037 3028 3101 3701 4015,34.2096,-118.4176
171506406,2/3/2017,2017-02-03,700,1500,WOODMAN AV,STRATHERN ST,"(34.2178, -118.4309)",3004 3030 3028 3101 3401 3701 4015 3037,34.2178,-118.4309
151521838,11/17/2015,2015-11-17,750,1545,CHANDLER BL,BEN AV,"(34.1684, -118.3943)",3011 3037 3028 3101 3401 3701 4026 3032,34.1684,-118.3943
171504977,1/17/2017,2017-01-17,1045,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026,34.2012,-118.4052
191516180,8/25/2019,2019-08-25,1055,1583,LAUREL CANYON BL,VALLEY HEART DR,"(34.1451, -118.3875)",3004 3036 3026 3101 3701 4026,34.1451,-118.3875
181514388,7/14/2018,2018-07-14,1240,1581,WHITSETT AV,WOODBRIDGE ST,"(34.1486, -118.4052)",3004 3037 3025 3101 3401 3701 4026,34.1486,-118.4052
151517177,8/24/2015,2015-08-24,1300,1548,SATSUMA AV,CHANDLER BL,"(34.1681, -118.3675)",3006 3030 3028 3037 3101 3401 3701 4026,34.1681,-118.3675
191521409,12/2/2019,2019-12-02,1350,1546,IRVINE AV,MORRISON ST,"(34.1604, -118.3855)",3006 3026 3037 3602 3101 4015,34.1604,-118.3855
161510407,4/25/2016,2016-04-25,1630,1549,BURBANK BL,FAIR AV,"(34.1722, -118.3746)",3004 3036 3030 3028 3101 3701 4026,34.1722,-118.3746
161514927,7/17/2016,2016-07-17,1700,1566,VINELAND AV,RIVERSIDE DR,"(34.1524, -118.3703)",3006 3037 3028 3030 3101 3401 3701 4015,34.1524,-118.3703
171519996,10/5/2017,2017-10-05,2245,1581,MOORPARK ST,LAURELGROVE AV,"(34.1504, -118.4008)",3006 3037 3029 3025 3101 3401 3701 4015,34.1504,-118.4008
161521122,11/6/2016,2016-11-06,815,1566,LANKERSHIM,RIVERSIDE,"(34.1523, -118.367)",3004 3036 3025 3101 3401 3701 4026,34.1523,-118.367
161515304,7/23/2016,2016-07-23,1000,1513,WHITSETT AV,VANOWEN ST,"(34.194, -118.4052)",3004 3036 3030 3028 3101 3401 3701 4021,34.194,-118.4052
181515377,7/30/2018,2018-07-30,1100,1581,COLDWATER CANYON AV,MOORPARK ST,"(34.1504, -118.4138)",3004 3036 3028 3030 3101 3401 3701 4026,34.1504,-118.4138
191510286,5/1/2019,2019-05-01,1100,1525,VICTORY BL,LAUREL CANYON BL,"(34.1867, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4026,34.1867,-118.3965
151522945,12/8/2015,2015-12-08,1135,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3003 3037 3025 3602 3102 3401 3701 4026 3032,34.1867,-118.3703
191518239,9/30/2019,2019-09-30,1340,1523,VICTORY BL,WHITSETT AV,"(34.1867, -118.4052)",3004 3036 3025 3101 3401 3701 4026,34.1867,-118.4052
151510957,5/5/2015,2015-05-05,1640,1591,VENTURA BL,LAURELGROVE AV,"(34.1431, -118.4008)",3004 3037 3026 3101 3401 3701 4026,34.1431,-118.4008
191520986,11/21/2019,2019-11-19,1900,1557,CAMARILLO ST,LANKERSHIM BL,"(34.1577, -118.3702)",3004 3028 3030 3036 3101 3401 3701 4015,34.1577,-118.3702
181507246,3/3/2018,2018-03-03,1920,1548,HARMONY AV,MAGNOLIA BL,"(34.1649, -118.3664)",3003 3026 3101 3401 3701 4015 3036,34.1649,-118.3664
191505000,1/20/2019,2019-01-19,2245,1532,VICTORY BL,BEEMAN AV,"(34.1797, -118.4014)",3004 3037 3025 3101 3401 3701 4015 0605,34.1797,-118.4014
191507185,3/2/2019,2019-03-02,400,1591,LAUREL CANYON BL,VENTURA PL,"(34.1444, -118.3956)",3009 3024 3036 3101 3401 3701 4026,34.1444,-118.3956
151517501,9/1/2015,2015-09-01,610,1555,VINELAND AV,MAGNOLIA BL,"(34.1649, -118.3704)",3004 3036 3025 3101 3401 3701 4026,34.1649,-118.3704
171521960,11/11/2017,2017-11-11,705,1538,CASE AV,HATTERAS ST,"(34.1758, -118.3719)",3003 3037 3025 3101 3401 3701 4026,34.1758,-118.3719
151520652,10/28/2015,2015-10-28,745,1503,LAUREL CANYON BL,ARCHWOOD ST,"(34.1921, -118.3965)",3004 3037 3034 3026 3101 3401 3701 4026,34.1921,-118.3965
181521545,11/21/2018,2018-11-21,750,1539,OXNARD ST,RIVERTON AV,"(34.1794, -118.3659)",3401 3004 3037 3034 3026 3101 3701 4026,34.1794,-118.3659
171523406,12/11/2017,2017-12-11,810,1531,WHITSETT AV,ALBERS ST,"(34.1704, -118.4052)",3008 3037 3024 3101 3401 3701 4026,34.1704,-118.4052
151506810,2/19/2015,2015-02-19,1350,1562,LAUREL CANYON BL,MOORPARK ST,"(34.1504, -118.3965)",3004 3036 3028 3101 3401 3701 4026,34.1504,-118.3965
181510545,5/2/2018,2018-05-02,1410,1525,LAUREL CANYON BL,HAMLIN ST,"(34.1885, -118.3965)",3037 3004 3030 3028 3101 3401 3701 4015,34.1885,-118.3965
181520319,10/29/2018,2018-10-26,1607,1563,MOORPARK ST,CAMELLIA AV,"(34.1504, -118.3823)",3004 3025 3036 3101 3401 3701 4015,34.1504,-118.3823
161506085,2/7/2016,2016-02-07,1720,1524,LAUREL CANYON BL,VICTORY BL,"(34.1867, -118.3965)",3004 3036 3026 3101 3401 3701 4026,34.1867,-118.3965
151523580,12/21/2015,2015-12-19,1730,1543,MAGNOLIA BL,VANTAGE AV,"(34.1649, -118.3982)",3004 3037 3028 3101 3401 3701 4015 3030,34.1649,-118.3982
171522748,11/27/2017,2017-11-27,1820,1557,CAHUENGA BL,HUSTON ST,"(34.1595, -118.3615)",3004 3037 3026 3101 3401 3701 4026,34.1595,-118.3615
181520241,10/27/2018,2018-10-13,1900,1521,SHERMAN WY,VARNA AV,"(34.2012, -118.4247)",3004 3030 3028 3101 3401 3701 4026 3037,34.2012,-118.4247
161508646,3/24/2016,2016-03-24,1950,1591,LAUREL CANYON BL,LAUREL LN,"(34.1387, -118.3934)",3004 3026 3101 3401 3701 4015 3037,34.1387,-118.3934
171524005,12/14/2017,2017-12-14,2100,1591,DONA EVITA DR,DONA DOROTEA DR,"(34.1285, -118.3813)",3006 3030 3028 3037 3101 3401 4015,34.1285,-118.3813
171518063,8/31/2017,2017-08-31,5,1551,RIVERSIDE DR,VANTAGE AV,"(34.1576, -118.3977)",3011 3030 3036 3028 3101 3401 4015 0605,34.1576,-118.3977
151504290,1/6/2015,2015-01-06,1055,1591,COLDWATER CANYON AV,MULHOLLAND DR,"(34.1325, -118.3974)",3004 3037 3026 3101 3401 3701 4026,34.1325,-118.3974
161508298,3/20/2016,2016-03-18,1230,1555,MAGNOLIA BL,LANKERSHIM BL,"(34.1649, -118.3757)",3004 3030 3028 3101 3401 3701 4015 3037,34.1649,-118.3757
151513556,6/19/2015,2015-06-19,1300,1591,VENTURA BL,WHITSETT AV,"(34.1447, -118.4052)",3006 3030 3028 3101 3401 3701 4026 3037,34.1447,-118.4052
191508627,3/31/2019,2019-03-29,1630,1595,LAUREL CANYON BL,VENTURA BL,"(34.1436, -118.3953)",3004 3037 3026 3101 3401 3701 4015,34.1436,-118.3953
191519426,10/23/2019,2019-10-23,1700,1506,VINELAND AV,SATICOY ST,"(34.2085, -118.3703)",4026 3004 3026 3035 3036 3101 3401 3701 3033,34.2085,-118.3703
191504662,1/13/2019,2019-01-13,900,1527,ELMER AV,ERWIN ST,"(34.1831, -118.3768)",3006 3037 3028 3030 3101 3401 3701 4015,34.1831,-118.3768
161518343,9/12/2016,2016-09-06,1330,1569,WHIPPLE ST,STROHM AV,"(34.1479, -118.3593)",3037 3006 3030 3028 3101 3401 3701 4015,34.1479,-118.3593
181505906,2/6/2018,2018-01-30,1400,1522,ETHEL AV,HARTLAND ST,"(34.195, -118.4181)",3004 3028 3030 3036 3101 3401 3701 4026,34.195,-118.4181
151507092,2/25/2015,2015-02-24,1910,1532,OXNARD ST,LAUREL CANYON BL,"(34.1794, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.1794,-118.3965
191520705,11/16/2019,2019-11-16,600,1562,LAUREL CANYON BL,WOODBRIDGE ST,"(34.1533, -118.4058)",3004 3037 3024 3038 3101 3401 3701 4015,34.1533,-118.4058
151521275,11/8/2015,2015-11-08,1530,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3004 3036 3025 3101 3401 3701 4026,34.1867,-118.3703
181511947,5/29/2018,2018-05-29,1655,1583,MOORPARK ST,COLFAX AV,"(34.1504, -118.3877)",,34.1504,-118.3877
171524452,12/30/2017,2017-12-26,1730,1596,BERRY DR,LAURIE DR,"(34.1367, -118.3799)",3006 3030 3028 3101 4015 3037 3401 3701,34.1367,-118.3799
161516024,8/6/2016,2016-08-05,1905,1517,VINELAND AV,VANOWEN ST,"(34.194, -118.3703)",3022 3027 3037 3101 3401 3701 4026,34.194,-118.3703
191517627,9/20/2019,2019-09-20,730,1551,LAUREL CANYON BL,RIVERSIDE DR,"(34.1576, -118.3965)",3004 3037 3025 3101 3401 3701 4026,34.1576,-118.3965
181505753,2/3/2018,2018-02-03,820,1549,LANKERSHIM BL,CHANDLER BL,"(34.1689, -118.377)",3026 3006 3037 3101 3401 3701 4026,34.1689,-118.377
151518520,9/19/2015,2015-09-19,1110,1517,FAIR AV,VANOWEN ST,"(34.194, -118.3746)",3004 3036 3026 3101 3401 3701 4026,34.194,-118.3746
191504787,1/16/2019,2019-01-15,1130,1545,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3037 3026 3101 3401 3701 4026,34.1687,-118.3965
161510500,4/27/2016,2016-04-21,1300,1583,VENTURA BL,CARPENTER AV,"(34.1427, -118.3908)",3004 3025 3101 3401 3701 4015 3037,34.1427,-118.3908
171513118,6/7/2017,2017-06-04,1310,1516,VANOWEN,TROOST,"(34.194, -118.3864)",3004 3036 3030 3028 3101 3401 3701 4015,34.194,-118.3864
161504501,1/10/2016,2016-01-10,1400,1503,VANTAGE AV,VANOWEN ST,"(34.194, -118.3976)",3004 3028 3030 3036 3101 3401 3701 4026,34.194,-118.3976
161508666,3/23/2016,2016-03-23,1440,1557,CAHUENGA BL,CAMARILLO ST,"(34.1577, -118.3615)",3004 3036 3025 3101 3401 3701 4015,34.1577,-118.3615
191516590,8/19/2019,2019-08-19,1440,1529,OXNARD,CAHUENGA BL,"(34.1794, -118.3615)",3004 3037 3026 3101 3401 3701 4026,34.1794,-118.3615
191513591,7/5/2019,2019-07-05,1455,1504,SHERMAN WY,LANKERSHIM BL,"(34.2012, -118.3878)",3004 3037 3034 3026 3101 3401 3701 4026,34.2012,-118.3878
171518948,9/17/2017,2017-09-17,1600,1545,LAUREL CANYON,HUSTON,"(34.1594, -118.3965)",3004 3036 3025 3101 3401 3701 4026,34.1594,-118.3965
161506837,2/20/2016,2016-02-19,1700,1519,VANOWEN ST,CLYBOURN AV,"(34.194, -118.3637)",3004 3101 3401 3701 4015 3025 3036,34.194,-118.3637
181521549,11/21/2018,2018-11-20,1710,1543,WHITSETT AV,BURBANK BL,"(34.1722, -118.4052)",3003 3037 3026 3101 3401 3701 4026,34.1722,-118.4052
181510291,4/30/2018,2018-04-29,1800,1547,RIVERSIDE DR,TUJUNGA AV,"(34.1673, -118.3816)",3029 3004 3037 3026 3101 3401 3701 4026,34.1673,-118.3816
161506131,2/8/2016,2016-02-07,1800,1522,COLDWATER CANYON AV,VICTORY BL,"(34.1867, -118.4137)",3006 3032 3037 3030 3028 3101 3401 3701 4026,34.1867,-118.4137
191513412,7/1/2019,2019-07-01,1830,1525,GILMORE ST,LANKERSHIM BL,"(34.1875, -118.3921)",3008 3036 3026 3101 3401 3701 4026,34.1875,-118.3921
191517646,9/20/2019,2019-09-18,1835,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3037 3004 3030 3028 3101 3401 3701 4015,34.2012,-118.4052
191511596,5/24/2019,2019-05-18,2000,1514,VANOWEN ST,LAUREL CANYON BL,"(34.194, -118.3965)",3037 3006 3030 3028 3101 3401 4015,34.194,-118.3965
181522821,12/15/2018,2018-12-14,2030,1527,VINELAND AV,ERWIN ST,"(34.1831, -118.3703)",3004 3037 3029 3025 3101 3401 3701 4026,34.1831,-118.3703
161510821,5/3/2016,2016-05-03,1200,1532,OXNARD ST,WILKINSON AV,"(34.1794, -118.404)",3004 3037 3025 3101 3401 3701 4026,34.1794,-118.404
161507575,3/5/2016,2016-03-05,1240,1548,WILLOWCREST AV,MAGNOLIA BL,"(34.1649, -118.3621)",3006 3030 3037 3028 3102 3401 3701 4026,34.1649,-118.3621
181507317,3/5/2018,2018-03-05,1540,1512,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",3004 3028 3030 3037 3101 3401 3701 4021,34.2012,-118.4138
161504052,1/1/2016,2015-12-31,1640,1562,MOORPARK ST,LAUREL CANYON BL,"(34.1504, -118.3965)",3004 3036 3030 3028 3101 3401 3701 4015,34.1504,-118.3965
181521404,11/18/2018,2018-11-17,305,1549,BURBANK BL,KLUMP AV,"(34.1722, -118.3752)",3004 3026 3037 3101 3401 3701 4015,34.1722,-118.3752
191517070,9/9/2019,2019-09-09,735,1539,CLEON AV,KITTRIDGE ST,"(34.1758, -118.3643)",3004 3036 3026 3101 3401 3701 4026,34.1758,-118.3643
171523435,12/11/2017,2017-12-11,811,1503,VANOWEN ST,LAUREL CANYON BL,"(34.194, -118.3965)",3004 3037 3029 3026 3101 3401 3701 4015,34.194,-118.3965
181509712,4/18/2018,2018-04-18,900,1526,VICTORY BL,TROOST AV,"(34.1867, -118.3865)",3004 3037 3026 3101 3401 3701 4015,34.1867,-118.3865
161512847,6/10/2016,2015-06-10,910,1569,RIVERSIDE DR,FORMAN AV,"(34.1522, -118.3527)",3004 3026 3036 3101 3401 3701 4026,34.1522,-118.3527
171509343,4/1/2017,2017-04-01,920,1512,VANOWEN,COLDWATER CA,"(34.1973, -118.4116)",3004 3037 3025 3101 3401 3701 4026,34.1973,-118.4116
151510852,5/3/2015,2015-05-03,1045,1505,SHERMAN WY,BECK AV,"(34.2012, -118.3834)",3004 3036 3026 3101 3401 3701 4026,34.2012,-118.3834
171523098,12/4/2017,2017-12-04,1340,1538,OXNARD ST,VINELAND AV,"(34.1794, -118.3703)",3004 3036 3025 3101 3401 3701 4026,34.1794,-118.3703
161511389,5/12/2015,2015-05-12,1400,1535,LANKERSHIM BL,COLLINS ST,"(34.174, -118.3807)",3037 3029 3026 3101 3401 3701 4015 3004,34.174,-118.3807
191504468,1/10/2019,2019-01-09,1410,1522,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3028 3030 3037 3101 3401 3701 4015,34.194,-118.4138
181519012,10/4/2018,2018-10-04,1710,1509,SHERMAN WY,VINELAND AV,"(34.2012, -118.3703)",3004 3026 3037 3101 3401 3701 4026,34.2012,-118.3703
161514035,6/30/2016,2016-06-30,1810,1596,VENTURA BL,FRUITLAND DR,"(34.1411, -118.372)",3004 3036 3025 3101 3401 3701 4026,34.1411,-118.372
171521972,11/11/2017,2017-11-08,1910,1599,CAHUENGA BL,BARHAM BL,"(34.1284, -118.3472)",0605 3004 3036 3030 3028 3101 3401 3701 4015,34.1284,-118.3472
191522069,12/17/2019,2019-12-17,845,1525,VICTORY BL,RADFORD AV,"(34.1867, -118.3921)",3003 3024 3036 3101 3401 3701 4026,34.1867,-118.3921
171508370,3/7/2017,2017-03-07,915,1581,4300 VANTAGE AV,,"(34.1486, -118.3976)",3005 3030 3028 3101 3401 3701 4015,34.1486,-118.3976
151510207,4/20/2015,2015-04-20,955,1581,VALLEY SPRING LN,WHITSETT AV,"(34.1468, -118.4052)",3004 3025 3101 3401 3701 3036 4016,34.1468,-118.4052
191515669,8/14/2019,2019-08-14,1145,1591,COLDWATER CANYON AV,VENTURA BL,"(34.1451, -118.4137)",3004 3030 3028 3101 3401 3701 4026 3036,34.1451,-118.4137
151523417,12/17/2015,2015-12-17,1300,1563,MOORPARK ST,TUJUNGA AV,"(34.1504, -118.379)",3004 3037 3030 3028 3101 3401 3701 4026,34.1504,-118.379
191517484,9/16/2019,2019-09-16,1457,1591,ALCOVE,VENTURA,"(34.1449, -118.4125)",4026 3004 3025 3035 3037 3101 3401 3701,34.1449,-118.4125
171510174,4/16/2017,2017-04-15,1000,1506,VALERIO ST,VINELAND AV,"(34.2048, -118.3703)",3003 3036 3025 3101 3401 3701 4026,34.2048,-118.3703
191514886,7/30/2019,2019-07-30,1005,1541,BLUEBELL AV,ADDISON ST,"(34.1613, -118.4105)",3006 3037 3103 3401 3701 4026,34.1613,-118.4105
191513439,7/2/2019,2019-07-01,1120,1503,LAUREL CANYON BL,VANOWEN ST,"(34.194, -118.3965)",3004 3026 3101 3401 3701 4015 3037,34.194,-118.3965
161507881,3/11/2016,2016-02-11,1200,1524,VICTORY BL,BELLINGHAM AV,"(34.1867, -118.3996)",3006 3030 3032 3028 3101 3401 3701 4015 3037,34.1867,-118.3996
161518264,9/16/2016,2016-09-16,1215,1566,MOORPARK ST,VINELAND AV,"(34.1504, -118.3703)",3004 3037 3028 3101 3401 3701 4026,34.1504,-118.3703
181506038,2/8/2018,2018-02-08,1620,1599,CAHUENGA BL,MULHOLLAND DR,"(34.1231, -118.3421)",3004 3036 3026 3101 3401 3701 4026,34.1231,-118.3421
181511195,5/16/2018,2018-05-16,1310,1599,CAHUENGA BL,BROADLAWN DR,"(34.1343, -118.3591)",3004 3037 3030 3028 3101 3401 3701 4026,34.1343,-118.3591
181507208,3/3/2018,2018-03-03,1355,1519,VANOWEN ST,CLYBOURN AV,"(34.194, -118.3637)",3004 3036 3025 3101 3401 3701 4026,34.194,-118.3637
171516442,8/5/2017,2017-08-02,1615,1596,VENTURA BL,CAMPO DE CAHUENGA,"(34.1394, -118.3675)",3004 3036 3030 3028 3101 3401 3701 4015,34.1394,-118.3675
171507740,3/5/2017,2017-03-05,1750,1591,LAUREL CANYON BL,MULHOLLAND DR,"(34.1236, -118.3753)",3004 3037 3030 3028 3101 3401 3701 4026,34.1236,-118.3753
171516051,7/30/2017,2017-07-30,1815,1515,HINDS AV,DEHOUGNE ST,"(34.1959, -118.391)",3004 3036 3026 3101 3401 3701 4026,34.1959,-118.391
161522141,11/26/2016,2016-11-26,945,1562,LAUREL CANYON BL,HOLLYWOOD FY,"(34.1533, -118.4058)",3004 3036 3026 3101 3401 3701 4026,34.1533,-118.4058
191517874,9/24/2019,2019-09-23,1230,1513,SHERMAN WY,W COLDWATER CA AV,"(34.1966, -118.4061)",3004 3037 3030 3028 3101 3401 3701 4026,34.1966,-118.4061
181514817,7/20/2018,2018-07-19,1240,1547,TUJUNGA AV,CHANDLER BL,"(34.1689, -118.379)",3004 3026 3036 3101 3401 3701 4026,34.1689,-118.379
151505647,1/29/2015,2015-01-29,1740,1543,BURBANK BL,WHITSETT AV,"(34.1722, -118.4052)",3004 3037 3030 3026 3101 3401 3701 4015,34.1722,-118.4052
181507059,2/27/2018,2018-02-26,2020,1512,BELLAIRE AV,SHERMAN WY,"(34.2012, -118.4094)",3003 3037 3025 3101 3401 3701 4015,34.2012,-118.4094
161514481,7/8/2016,2016-07-08,1115,1596,VENTURA,ARCH,"(34.1409, -118.3713)",3004 3037 3027 3101 3401 3701 4015,34.1409,-118.3713
171516688,8/8/2017,2017-07-31,1230,1566,10800 MOORPARK ST,,"(34.1504, -118.3658)",3004 3030 3028 3101 3401 3701 4015,34.1504,-118.3658
191522468,12/18/2019,2019-12-18,1735,1505,TUJUNGA AV,WYANDOTTE ST,"(34.203, -118.379)",3003 3025 3029 3037 3101 4015,34.203,-118.379
181518986,10/4/2018,2018-10-04,835,1546,BURBANK BL,CARTWRIGHT AV,"(34.1629, -118.3848)",3004 3025 3036 3101 3401 3701 4026,34.1629,-118.3848
191515376,8/9/2019,2019-08-09,1300,1548,MAGNOLIA BL,VINELAND AV,"(34.1649, -118.3704)",3004 3037 3026 3101 3401 3701 4026,34.1649,-118.3704
161511772,5/22/2016,2016-05-21,1345,1517,ELMER AV,VANOWEN ST,"(34.194, -118.3768)",3008 3029 3025 3101 3401 3701 4026 3036,34.194,-118.3768
171510529,4/21/2017,2017-04-21,1510,1557,MAGNOLIA,HARMONY,"(34.1649, -118.3664)",3004 3037 3025 3101 3401 3701 4026,34.1649,-118.3664
191517003,9/7/2019,2019-09-06,1735,1547,BURBANK BL,LANKERSHIM BL,"(34.1722, -118.381)",3004 3028 3030 3101 3401 3701 4015 0605,34.1722,-118.381
191512833,6/20/2019,2019-06-18,2005,1543,LAUREL CANYON BL,CHANDLER BL,"(34.1687, -118.3965)",3004 3025 3036 3101 3401 3701 4015,34.1687,-118.3965
191506885,2/24/2019,2019-02-24,925,1555,CAMARILLO ST,VINELAND AV,"(34.1577, -118.3703)",3004 3025 3036 3101 3401 3701 4026,34.1577,-118.3703
151521206,11/6/2015,2015-11-06,1400,1586,LANKERSHIM BL,VENTURA BL,"(34.1425, -118.3643)",3004 3037 3030 3028 3101 3401 3701 4026,34.1425,-118.3643
151522126,11/22/2015,2015-11-21,2230,1596,DONA SUSANA DR,DONA PEGITA DR,"(34.1283, -118.3746)",3011 3037 3030 3028 3101 3401 3701 4026,34.1283,-118.3746
171518890,9/9/2017,2017-09-09,335,1526,HAMLIN,KRAFT,"(34.1886, -118.3801)",3004 3030 3037 3028 3101 3401 3701 4015,34.1886,-118.3801
191514848,7/29/2019,2019-07-29,745,1545,HARTSOOK ST,BEN AV,"(34.164, -118.3943)",3006 3025 3101 3701 4026 3037,34.164,-118.3943
171508782,3/18/2017,2017-03-18,1215,1517,VANOWEN ST,TUJUNGA AV,"(34.194, -118.379)",0605 3008 3036 3025 3101 3401 3701 4015,34.194,-118.379
151510043,4/16/2015,2015-04-16,1505,1532,WHITSETT AV,VICTORY BL,"(34.1867, -118.4052)",0605 3004 3036 3034 3028 3101 3401 3701 4015,34.1867,-118.4052
171509533,3/28/2017,2017-03-28,1020,1557,CAHUENGA,RIVERSIDE,"(34.1594, -118.3657)",3004 3037 3030 3028 3101 3401 3701 4015,34.1594,-118.3657
161522689,12/6/2016,2016-12-06,1405,1595,VENTURA BL,COLFAX AV,"(34.1413, -118.3877)",3004 3037 3025 3101 3401 3701 4026,34.1413,-118.3877
161518394,9/11/2016,2016-09-11,340,1557,MAGNOLIA BL,WILLOWCREST AV,"(34.1649, -118.3621)",3003 3036 3029 3025 3101 3401 3701 4015,34.1649,-118.3621
161505407,1/26/2016,2016-01-26,1100,1589,BARHAM BL,FOREST LAWN DR,"(34.1446, -118.3409)",3006 3028 3030 3032 3037 3101 3401 3701 4026,34.1446,-118.3409
151504470,1/9/2015,2015-01-09,1300,1529,VICTORY BL,RIVERTON AV,"(34.1867, -118.3659)",3004 3036 3029 3026 3101 3401 3701 4026 0605,34.1867,-118.3659
181516079,8/13/2018,2018-08-09,1830,1547,TUJUNGA AV,CHANDLER BL,"(34.1681, -118.379)",3036 3025 3101 3401 3701 4015 3009,34.1681,-118.379
171514972,7/11/2017,2017-07-11,1020,1545,COLFAX AV,MAGNOLIA BL,"(34.1649, -118.3877)",3003 3024 3101 3401 3701 4026 3036,34.1649,-118.3877
151504233,1/5/2015,2015-01-04,1555,1526,VICTORY BL,CLEON AV,"(34.1849, -118.3834)",3003 3025 3029 3033 3035 3036 3101 3401 3701 4015,34.1849,-118.3834
151510964,5/5/2015,2015-05-05,1905,1569,CAHUENGA BL,MOORPARK ST,"(34.1504, -118.3615)",3004 3036 3034 3025 3101 3401 3701 4026,34.1504,-118.3615
171511289,5/5/2017,2017-05-05,1115,1566,LANKERSHIM BL,BLOOMFIELD ST,"(34.1496, -118.3658)",3004 3036 3026 3104 3401 3701 4026,34.1496,-118.3658
151522501,11/30/2015,2015-11-30,1300,1559,FORMAN AV,KLING ST,"(34.1559, -118.3528)",3003 3037 3024 3101 3401 3701 4026,34.1559,-118.3528
181508201,3/18/2018,2018-03-18,1400,1524,VICTORY BL,SAINT CLAIR AV,"(34.1867, -118.3997)",3004 3036 3030 3028 3101 3401 3701 4015,34.1867,-118.3997
191519396,10/19/2019,2019-10-19,1410,1555,VINELAND AV,PEACH GROVE ST,"(34.16, -118.3704)",3004 3028 3030 3037 3101 3401 3701 4015,34.16,-118.3704
181505446,1/29/2018,2018-01-29,1500,1526,COLFAX AV,ERWIN ST,"(34.1831, -118.3878)",3004 3036 3024 3101 3401 3701 4026,34.1831,-118.3878
